snapshot,price,charge_MW,discharge_MW,local_slope_(RMB/MWh)/MW,approx_storage_price_effect_RMB/MWh
2025-07-15 00:00:00,311.91028694473243,0.02109284188086799,0.017262298245805142,0.0,0.0
2025-07-15 01:00:00,311.9102034655116,0.021025023035335592,0.017301978914747454,0.0,0.0
2025-07-15 02:00:00,311.9101398706771,0.02113564182035118,0.01720407016639456,0.0,0.0
2025-07-15 03:00:00,311.9100654633312,0.02117895211785048,0.01706094074631892,0.0,0.0
2025-07-15 04:00:00,311.9099089628744,0.02138663862193218,0.016780944366882974,0.0,0.0
2025-07-15 05:00:00,311.90968346069894,0.022819061518833814,0.016608767094521682,0.0,0.0
2025-07-15 06:00:00,311.90953772309877,0.023534684121987438,0.01654366414336437,0.0,0.0
2025-07-15 07:00:00,311.9090241308513,0.024949308182605788,0.016436292358480386,0.0,0.0
2025-07-15 08:00:00,311.9100610370533,0.020543350830391657,0.017620877162198668,0.0,0.0
2025-07-15 09:00:00,311.910141414839,0.020258085831753782,0.017952327842226622,0.0,0.0
2025-07-15 10:00:00,311.9101146407211,0.020652481612988473,0.01760828818107711,0.0,0.0
2025-07-15 11:00:00,311.9100787632742,0.020909051639469135,0.017327534315177216,0.0,0.0
2025-07-15 12:00:00,311.9099752008842,0.02136815892951285,0.01680800770927817,0.0,0.0
2025-07-15 13:00:00,311.91013197145185,0.020887376779180723,0.017339133062273505,0.0,0.0
2025-07-15 14:00:00,311.910181753532,0.020703367424425977,0.017479303948312007,0.0,0.0
2025-07-15 15:00:00,311.91023041530207,0.02068264299249143,0.01744726956087561,0.0,0.0
2025-07-15 16:00:00,311.91045281443803,0.020526452824982028,0.017567324546166677,0.0,0.0
2025-07-15 17:00:00,311.9107895474026,0.020637854553238633,0.017485249035189554,0.0,0.0
2025-07-15 18:00:00,311.9105323138756,0.020790240712775604,0.017302603984148845,0.0,0.0
2025-07-15 19:00:00,332.8349795051272,0.008769191343131599,1647.472802279798,0.0,-0.0
2025-07-15 20:00:00,332.83541092396626,0.008713676889947284,2016.608521455864,0.0,-0.0
2025-07-15 21:00:00,332.8350762301998,0.008760433933072805,1460.9056607643035,0.0,-0.0
2025-07-15 22:00:00,311.9141197384015,0.021203420732593285,0.016909882520781138,0.0,0.0
2025-07-15 23:00:00,311.9103370945977,0.0206016448939446,0.017434724043846474,0.0,0.0
2025-07-16 00:00:00,311.9103300198258,0.02027464513509284,0.017732205999732284,0.0,0.0
2025-07-16 01:00:00,311.91020956415923,0.020247668733295938,0.01775300464657903,0.0,0.0
2025-07-16 02:00:00,311.9101377900952,0.02039406318095224,0.01767589345245142,0.0,0.0
2025-07-16 03:00:00,311.9100328832392,0.02042896393245127,0.017515436597000188,0.0,0.0
2025-07-16 04:00:00,311.90973647530154,0.021583819369603678,0.017021364084621383,0.0,0.0
2025-07-16 05:00:00,311.9093332161101,0.025102087266778247,0.016575448886555932,0.0,0.0
2025-07-16 06:00:00,311.90945774452484,0.023001916462171916,0.016729555063579937,0.0,0.0
2025-07-16 07:00:00,311.90940750981645,0.022733026426251007,0.016680862989437627,0.0,0.0
2025-07-16 08:00:00,311.9101053287595,0.02019647647726002,0.017936864436819633,0.0,0.0
2025-07-16 09:00:00,311.91017711605673,0.02003219549953872,0.018100301526396835,0.0,0.0
2025-07-16 10:00:00,311.91018186347355,0.020225203317469707,0.017917127879672992,0.0,0.0
2025-07-16 11:00:00,311.9101956393879,0.02024222627946865,0.017837617127838712,0.0,0.0
2025-07-16 12:00:00,311.91015117999996,0.020729704585982396,0.01733113632499226,0.0,0.0
2025-07-16 13:00:00,311.9102203006878,0.020444455873778425,0.017586973989568832,0.0,0.0
2025-07-16 14:00:00,311.91031440172264,0.020419697867594483,0.01761055013614623,0.0,0.0
2025-07-16 15:00:00,311.9103592125848,0.02057652724060023,0.017467418329306383,0.0,0.0
2025-07-16 16:00:00,311.9106656300919,0.02063904596940354,0.01748661367121258,0.0,0.0
2025-07-16 17:00:00,332.8322660663998,0.008624626877996769,89.95736976224427,0.059787696568210355,-5.377828280844565
2025-07-16 18:00:00,332.83245256367627,0.008722168647420443,94.59802528294412,0.059787696568210355,-5.655276553196046
2025-07-16 19:00:00,332.8359682830833,0.00873004147097666,905.5749708696017,0.0,-0.0
2025-07-16 20:00:00,332.8360950865808,0.008728691189509896,1085.0326979246054,0.0,-0.0
2025-07-16 21:00:00,332.8360346474783,0.008717857238803226,897.1001498662855,0.0,-0.0
2025-07-16 22:00:00,332.83580320523834,0.008743700068735157,554.2684518910604,0.0,-0.0
2025-07-16 23:00:00,311.9113870726487,0.02092330629360933,0.017386347610215583,0.0,0.0
2025-07-17 00:00:00,311.91094255274766,0.02043650807473446,0.017766573967344358,0.0,0.0
2025-07-17 01:00:00,311.91029133587836,0.020123724662546836,0.01778513781434867,0.0,0.0
2025-07-17 02:00:00,311.91018292035915,0.02014977894644019,0.017719551397658503,0.0,0.0
2025-07-17 03:00:00,311.91012789376873,0.02019665937883633,0.017672984756450204,0.0,0.0
2025-07-17 04:00:00,311.9100475532741,0.02024650832441999,0.017503887517420935,0.0,0.0
2025-07-17 05:00:00,311.90993296710985,0.020347108223265808,0.01728322034470011,0.0,0.0
2025-07-17 06:00:00,311.90989635138976,0.02045659334925435,0.017249955003615015,0.0,0.0
2025-07-17 07:00:00,311.90976084576687,0.02157707206879453,0.016938966723080283,0.0,0.0
2025-07-17 08:00:00,311.91012768356086,0.019922933716532386,0.017855051244293915,0.0,0.0
2025-07-17 09:00:00,311.91021093098243,0.01956576076812053,0.018226871269428103,0.0,0.0
2025-07-17 10:00:00,311.9101981065123,0.019784353888826677,0.018008884162850337,0.0,0.0
2025-07-17 11:00:00,311.91021397413533,0.01976652767564207,0.0179266623160629,0.0,0.0
2025-07-17 12:00:00,311.9102083522175,0.0199404831084523,0.017644790832616764,0.0,0.0
2025-07-17 13:00:00,311.91048524960206,0.019790584325190836,0.017904581690436315,0.0,0.0
2025-07-17 14:00:00,311.91173972291836,0.02051503140812545,0.017692699705594353,0.0,0.0
2025-07-17 15:00:00,311.91652641435394,0.021266913663143018,0.01720747709086936,0.0,0.0
2025-07-17 16:00:00,332.83578293213395,0.008753216045128511,382.07372348256445,0.0,-0.0
2025-07-17 17:00:00,332.8360247782766,0.008707342531901769,514.2933996498907,0.0,-0.0
2025-07-17 18:00:00,332.8358642874391,0.008827963550850942,408.722825049515,0.0,-0.0
2025-07-17 19:00:00,332.83795533986813,0.008782196941066418,2410.747407518606,0.0,-0.0
2025-07-17 20:00:00,332.83761171406695,0.008797469387504848,2275.4896199439,0.0,-0.0
2025-07-17 21:00:00,332.83767695939605,0.008756529437028251,2492.693907714035,0.0,-0.0
2025-07-17 22:00:00,332.8359568117976,0.008712798564628326,1081.2491711965936,0.0,-0.0
2025-07-17 23:00:00,311.91759937862844,0.020825637465136174,0.017481590926013188,0.0,0.0
2025-07-18 00:00:00,311.91576214504494,0.019847616271719395,0.01807559577768218,0.0,0.0
2025-07-18 01:00:00,311.9104432559943,0.01831731664575101,0.018836444302072604,0.0,-0.0
2025-07-18 02:00:00,311.91023176859744,0.01793776869715943,0.019111871081686705,0.0,-0.0
2025-07-18 03:00:00,311.9101706614474,0.017612960647325916,0.01940005298679405,0.0,-0.0
